VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge,cbd_congestion_fee,source_month,source_file
2,2025-07-23 11:28:00,2025-07-23 11:44:00,,,69,42,,2.16,17.19,0.0,0.5,0.0,0.0,,1.0,18.69,,,,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-30 10:29:18,2025-07-30 10:44:47,N,1.0,74,236,1.0,2.21,14.9,0.0,0.5,2.8,0.0,,1.0,21.95,1.0,1.0,2.75,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-07 08:37:14,2025-07-07 09:14:35,N,1.0,74,162,1.0,4.55,33.1,0.0,0.5,0.0,0.0,,1.0,38.1,1.0,1.0,2.75,0.75,7,green_tripdata_2025-07.parquet
2,2025-07-21 18:08:22,2025-07-21 18:18:21,N,1.0,82,260,1.0,1.19,10.7,2.5,0.5,0.0,0.0,,1.0,14.7,2.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-05 22:11:09,2025-07-05 22:18:48,N,1.0,97,189,1.0,0.57,7.9,1.0,0.5,2.08,0.0,,1.0,12.48,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-15 14:10:32,2025-07-15 14:22:35,N,1.0,74,75,1.0,1.51,12.8,0.0,0.5,2.86,0.0,,1.0,17.16,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-03 15:44:22,2025-07-03 15:57:01,N,1.0,75,24,1.0,1.83,13.5,0.0,0.5,3.0,0.0,,1.0,18.0,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-21 10:43:54,2025-07-21 11:09:27,N,1.0,74,238,1.0,3.22,24.0,0.0,0.5,5.65,0.0,,1.0,33.9,1.0,1.0,2.75,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-30 15:06:46,2025-07-30 15:17:41,N,1.0,74,263,1.0,2.35,13.5,0.0,0.5,4.44,0.0,,1.0,22.19,1.0,1.0,2.75,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-07 09:41:54,2025-07-07 09:57:32,N,1.0,74,141,1.0,3.32,18.4,0.0,0.5,2.08,0.0,,1.0,24.73,1.0,1.0,2.75,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-29 13:51:11,2025-07-29 14:12:31,N,1.0,75,140,1.0,3.03,20.5,0.0,0.5,6.19,0.0,,1.0,30.94,1.0,1.0,2.75,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-27 07:10:00,2025-07-27 07:30:19,N,1.0,244,43,1.0,4.0,23.3,0.0,0.5,6.2,0.0,,1.0,31.0,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-05 17:31:22,2025-07-05 17:45:54,N,1.0,74,239,2.0,3.04,17.0,0.0,0.5,4.25,0.0,,1.0,25.5,1.0,1.0,2.75,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-03 22:28:49,2025-07-03 22:29:30,N,1.0,93,93,1.0,0.13,3.0,1.0,0.5,0.0,0.0,,1.0,5.5,2.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-11 17:00:29,2025-07-11 17:15:41,N,1.0,75,42,1.0,2.45,15.6,2.5,0.5,0.0,0.0,,1.0,19.6,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-30 18:49:23,2025-07-30 19:05:21,N,1.0,121,130,1.0,1.72,14.9,2.5,0.5,0.0,0.0,,1.0,18.9,2.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-22 17:53:05,2025-07-22 18:07:02,N,1.0,82,70,1.0,2.96,17.0,2.5,0.5,5.25,0.0,,1.0,26.25,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-04 12:49:46,2025-07-04 13:06:15,N,1.0,75,229,1.0,2.92,18.4,0.0,0.5,4.68,0.0,,1.0,28.08,1.0,1.0,2.75,0.75,7,green_tripdata_2025-07.parquet
2,2025-07-19 11:33:28,2025-07-19 11:39:19,N,1.0,74,75,1.0,1.38,8.6,0.0,0.5,2.02,0.0,,1.0,12.12,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-05 15:28:02,2025-07-05 15:33:49,N,1.0,130,215,1.0,0.8,7.2,0.0,0.5,2.18,0.0,,1.0,10.88,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-31 18:16:51,2025-07-31 18:32:41,N,1.0,95,102,5.0,2.24,15.6,2.5,0.5,3.92,0.0,,1.0,23.52,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-28 10:57:11,2025-07-28 11:09:01,N,1.0,92,92,1.0,2.06,13.5,0.0,0.5,3.0,0.0,,1.0,18.0,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-13 23:53:58,2025-07-14 00:06:13,N,5.0,93,70,1.0,3.23,30.0,0.0,0.0,7.75,0.0,,1.0,38.75,1.0,2.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-02 17:06:41,2025-07-02 17:14:06,N,1.0,75,263,1.0,0.73,8.6,2.5,0.5,3.07,0.0,,1.0,18.42,1.0,1.0,2.75,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-14 19:08:53,2025-07-14 19:25:27,N,1.0,74,262,1.0,2.56,16.3,2.5,0.5,3.5,0.0,,1.0,26.55,1.0,1.0,2.75,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-11 17:45:07,2025-07-11 18:01:06,N,1.0,65,66,2.0,1.76,14.9,2.5,0.5,3.78,0.0,,1.0,22.68,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-28 09:27:25,2025-07-28 09:43:45,N,1.0,74,151,1.0,1.89,14.9,0.0,0.5,1.5,0.0,,1.0,17.9,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-26 14:46:00,2025-07-26 14:56:57,N,1.0,74,75,1.0,1.6,12.1,0.0,0.5,0.0,0.0,,1.0,13.6,2.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-23 06:58:07,2025-07-23 07:08:07,N,1.0,74,41,1.0,1.18,10.7,0.0,0.5,2.44,0.0,,1.0,14.64,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-30 00:51:53,2025-07-30 01:02:18,N,1.0,74,69,1.0,2.2,13.5,1.0,0.5,0.0,0.0,,1.0,16.0,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-24 19:06:35,2025-07-24 19:20:51,N,1.0,75,166,1.0,2.01,14.2,2.5,0.5,3.64,0.0,,1.0,21.84,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-02 18:02:00,2025-07-02 20:17:08,N,1.0,226,7,1.0,18.64,122.0,2.5,0.5,0.0,0.0,,1.0,126.0,2.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-28 09:29:00,2025-07-28 09:41:39,N,1.0,74,75,2.0,1.68,12.8,0.0,0.5,0.0,0.0,,1.0,14.3,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
1,2025-07-10 09:35:48,2025-07-10 09:49:09,N,1.0,130,130,0.0,1.6,12.8,0.0,1.5,0.0,0.0,,1.0,14.3,2.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
1,2025-07-05 07:16:30,2025-07-05 07:28:04,N,1.0,129,138,2.0,3.3,17.7,5.0,1.5,2.0,0.0,,1.0,26.2,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-03 21:34:49,2025-07-03 21:40:38,N,1.0,74,42,1.0,1.18,7.9,1.0,0.5,2.08,0.0,,1.0,12.48,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-02 09:07:44,2025-07-02 09:16:27,N,1.0,74,75,1.0,1.25,10.0,0.0,0.5,2.0,0.0,,1.0,13.5,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-17 15:26:23,2025-07-17 15:34:56,N,1.0,166,238,1.0,0.98,9.3,0.0,0.5,0.0,0.0,,1.0,10.8,2.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-28 09:06:51,2025-07-28 09:22:19,N,1.0,74,237,1.0,2.67,16.3,0.0,0.5,2.0,0.0,,1.0,22.55,1.0,1.0,2.75,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-31 08:41:01,2025-07-31 08:46:31,N,1.0,41,41,1.0,0.65,7.2,0.0,0.5,1.74,0.0,,1.0,10.44,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-28 06:37:00,2025-07-28 06:44:00,,,42,43,,2.01,14.5,0.0,0.5,3.2,0.0,,1.0,19.2,,,,0.0,7,green_tripdata_2025-07.parquet
1,2025-07-25 07:45:03,2025-07-25 07:55:11,N,1.0,166,75,1.0,2.4,13.5,0.0,1.5,3.0,0.0,,1.0,18.0,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-16 23:02:56,2025-07-16 23:13:05,N,1.0,95,197,1.0,1.99,12.1,1.0,0.5,0.0,0.0,,1.0,14.6,2.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-24 22:41:30,2025-07-24 23:01:36,N,1.0,75,260,1.0,6.69,29.6,1.0,0.5,7.81,6.94,,1.0,46.85,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-16 07:36:07,2025-07-16 07:47:29,N,1.0,74,263,1.0,2.09,12.8,0.0,0.5,3.0,0.0,,1.0,20.05,1.0,1.0,2.75,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-31 07:35:37,2025-07-31 07:47:58,N,1.0,74,75,1.0,1.67,12.8,0.0,0.5,3.58,0.0,,1.0,17.88,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-02 17:58:33,2025-07-02 18:11:28,N,1.0,97,228,1.0,2.45,14.9,2.5,0.5,5.67,0.0,,1.0,24.57,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-30 22:47:34,2025-07-30 23:10:03,N,1.0,130,37,1.0,8.05,34.5,1.0,0.5,7.4,0.0,,1.0,44.4,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-19 21:58:39,2025-07-19 22:04:54,N,5.0,112,112,2.0,0.97,30.0,0.0,0.0,0.0,0.0,,1.0,31.0,1.0,2.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-10 14:21:34,2025-07-10 14:49:24,N,1.0,74,162,1.0,3.63,26.1,0.0,0.5,0.0,0.0,,1.0,31.1,1.0,1.0,2.75,0.75,7,green_tripdata_2025-07.parquet
2,2025-07-08 16:27:23,2025-07-08 16:45:18,N,1.0,74,166,1.0,2.18,17.7,2.5,0.5,4.34,0.0,,1.0,26.04,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-29 08:51:59,2025-07-29 09:03:47,N,1.0,74,263,1.0,2.52,13.5,0.0,0.5,4.0,0.0,,1.0,21.75,1.0,1.0,2.75,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-14 20:40:03,2025-07-14 20:45:40,N,1.0,95,95,1.0,0.79,7.2,1.0,0.5,0.0,0.0,,1.0,9.7,2.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
1,2025-07-12 16:25:59,2025-07-12 16:35:15,N,1.0,166,238,1.0,1.5,10.0,2.75,1.5,2.3,0.0,,1.0,16.55,1.0,1.0,2.75,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-09 15:15:12,2025-07-09 15:31:04,N,1.0,74,41,1.0,1.49,14.9,0.0,0.5,2.0,0.0,,1.0,18.4,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-12 11:53:14,2025-07-12 12:04:35,N,1.0,74,41,1.0,0.83,10.7,0.0,0.5,0.0,0.0,,1.0,12.2,2.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-16 14:27:52,2025-07-16 14:57:18,N,1.0,74,239,1.0,3.32,27.5,0.0,0.5,6.35,0.0,,1.0,38.1,1.0,1.0,2.75,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-24 13:41:28,2025-07-24 13:54:14,N,1.0,66,148,1.0,2.72,16.3,0.0,0.5,4.26,0.0,,1.0,25.56,1.0,1.0,2.75,0.75,7,green_tripdata_2025-07.parquet
2,2025-07-03 15:52:11,2025-07-03 16:04:09,N,1.0,95,134,1.0,1.28,11.4,0.0,0.5,3.22,0.0,,1.0,16.12,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
1,2025-07-22 11:14:08,2025-07-22 11:36:55,N,1.0,74,151,1.0,2.8,18.4,0.0,1.5,3.95,0.0,,1.0,23.85,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-17 19:03:32,2025-07-17 19:16:34,N,1.0,82,56,6.0,1.39,11.4,2.5,0.5,0.0,0.0,,1.0,15.4,2.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-08 14:32:18,2025-07-08 14:50:48,N,1.0,74,120,1.0,3.35,19.1,0.0,0.5,4.12,0.0,,1.0,24.72,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-08 07:24:00,2025-07-08 07:35:56,N,1.0,74,75,1.0,1.65,12.8,0.0,0.5,3.58,0.0,,1.0,17.88,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-20 10:41:03,2025-07-20 10:49:17,N,1.0,42,116,1.0,1.49,9.3,0.0,0.5,11.0,0.0,,1.0,21.8,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-27 22:36:39,2025-07-27 22:41:26,N,1.0,66,65,1.0,0.93,7.2,1.0,0.5,0.0,0.0,,1.0,9.7,2.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-29 10:24:31,2025-07-29 10:38:00,N,1.0,95,83,1.0,3.26,17.7,0.0,0.5,0.0,0.0,,1.0,19.2,2.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-30 22:23:32,2025-07-30 22:37:27,N,1.0,76,203,1.0,7.69,31.0,1.0,0.5,0.0,0.0,,1.0,33.5,2.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-27 20:35:56,2025-07-27 20:48:37,N,1.0,41,116,1.0,2.09,14.2,1.0,0.5,0.0,0.0,,1.0,16.7,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-27 09:44:33,2025-07-27 09:54:29,N,1.0,41,151,1.0,2.12,12.8,0.0,0.5,1.8,0.0,,1.0,16.1,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-09 09:24:51,2025-07-09 09:57:08,N,1.0,75,170,1.0,7.37,33.8,0.0,0.5,9.7,0.0,,1.0,48.5,1.0,1.0,2.75,0.75,7,green_tripdata_2025-07.parquet
2,2025-07-21 17:54:57,2025-07-21 18:03:20,N,1.0,74,263,1.0,1.97,11.4,2.5,0.5,4.54,0.0,,1.0,22.69,1.0,1.0,2.75,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-22 08:53:00,2025-07-22 09:33:00,,,181,68,,7.33,43.02,0.0,0.5,8.24,6.94,,1.0,63.2,,,,0.75,7,green_tripdata_2025-07.parquet
2,2025-07-09 09:19:00,2025-07-09 09:39:00,,,42,263,,3.4,29.16,0.0,0.5,1.0,0.0,,1.0,34.41,,,,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-23 18:56:35,2025-07-23 19:14:14,N,1.0,130,205,1.0,3.05,17.7,2.5,0.5,4.34,0.0,,1.0,26.04,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
1,2025-07-04 16:00:45,2025-07-04 16:05:47,Y,1.0,74,75,1.0,1.3,7.9,0.0,1.5,0.0,0.0,,1.0,9.4,2.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-07-03 23:40:56,2025-07-04 00:00:39,N,1.0,95,19,1.0,8.3,33.8,1.0,0.5,7.26,0.0,,1.0,43.56,1.0,1.0,0.0,0.0,7,green_tripdata_2025-07.parquet
2,2025-08-15 15:28:39,2025-08-15 15:48:05,N,1.0,42,229,1.0,5.12,24.7,0.0,0.5,0.0,0.0,,1.0,29.7,2.0,1.0,2.75,0.75,8,green_tripdata_2025-08.parquet
2,2025-08-05 14:11:57,2025-08-05 14:27:49,N,1.0,74,43,2.0,1.61,14.9,0.0,0.5,3.28,0.0,,1.0,19.68,1.0,1.0,0.0,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-27 16:02:01,2025-08-27 16:09:29,N,1.0,24,41,1.0,0.88,8.6,2.5,0.5,0.0,0.0,,1.0,12.6,2.0,1.0,0.0,0.0,8,green_tripdata_2025-08.parquet
1,2025-08-07 17:03:08,2025-08-07 17:31:28,N,1.0,75,48,1.0,3.7,22.6,6.0,1.5,6.0,0.0,,1.0,36.1,1.0,1.0,2.75,0.75,8,green_tripdata_2025-08.parquet
2,2025-08-30 15:46:13,2025-08-30 16:24:47,N,1.0,166,255,2.0,8.13,40.8,0.0,0.5,9.16,0.0,,1.0,54.96,1.0,1.0,2.75,0.75,8,green_tripdata_2025-08.parquet
2,2025-08-01 17:28:15,2025-08-01 17:43:36,N,1.0,41,152,1.0,1.87,15.6,2.5,0.5,0.0,0.0,,1.0,19.6,2.0,1.0,0.0,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-10 18:31:50,2025-08-10 18:40:32,N,1.0,74,75,2.0,1.69,10.7,0.0,0.5,2.44,0.0,,1.0,14.64,1.0,1.0,0.0,0.0,8,green_tripdata_2025-08.parquet
6,2025-08-01 12:16:58,2025-08-01 12:36:33,,,61,188,,2.6,0.0,0.0,0.5,0.0,0.0,,0.3,16.0,,,,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-29 00:31:48,2025-08-29 00:31:55,N,5.0,157,157,1.0,0.0,11.0,0.0,0.0,0.0,0.0,,1.0,12.0,1.0,2.0,0.0,0.0,8,green_tripdata_2025-08.parquet
6,2025-08-19 18:19:41,2025-08-19 18:38:44,,,185,81,,2.74,2.9,0.0,0.5,0.0,0.0,,0.3,16.0,,,,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-07 17:41:02,2025-08-07 18:10:52,N,1.0,244,263,1.0,5.83,31.0,2.5,0.5,7.55,0.0,,1.0,45.3,1.0,1.0,2.75,0.0,8,green_tripdata_2025-08.parquet
1,2025-08-02 16:51:22,2025-08-02 16:51:37,N,5.0,129,129,1.0,4.8,20.0,0.0,0.0,2.0,0.0,,0.0,22.0,1.0,2.0,0.0,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-26 01:44:45,2025-08-26 01:54:52,N,5.0,83,129,1.0,1.46,14.09,0.0,0.0,0.0,0.0,,1.0,15.09,1.0,2.0,0.0,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-25 21:26:34,2025-08-25 21:43:08,N,1.0,74,264,1.0,2.21,14.9,1.0,0.5,2.5,0.0,,1.0,19.9,1.0,1.0,0.0,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-14 17:36:02,2025-08-14 17:50:33,N,1.0,74,237,1.0,2.56,16.3,2.5,0.5,4.61,0.0,,1.0,27.66,1.0,1.0,2.75,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-02 23:49:31,2025-08-03 00:11:03,,,112,113,,4.99,28.74,0.0,0.5,8.14,6.94,,1.0,48.82,,,,0.75,8,green_tripdata_2025-08.parquet
6,2025-08-04 10:24:43,2025-08-04 10:41:09,,,142,246,,1.97,2.9,0.0,0.5,0.0,0.0,,0.3,16.0,,,,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-04 17:58:31,2025-08-04 18:04:09,N,1.0,95,95,3.0,0.86,7.2,2.5,0.5,2.24,0.0,,1.0,13.44,1.0,1.0,0.0,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-02 13:57:15,2025-08-02 14:12:05,N,1.0,75,142,2.0,2.57,15.6,0.0,0.5,0.0,0.0,,1.0,19.85,2.0,1.0,2.75,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-21 22:39:55,2025-08-21 23:33:19,N,5.0,119,193,1.0,11.34,85.0,0.0,0.0,100.0,0.0,,1.0,189.5,1.0,2.0,2.75,0.75,8,green_tripdata_2025-08.parquet
2,2025-08-26 19:03:37,2025-08-26 19:21:56,N,1.0,93,170,1.0,8.72,34.5,2.5,0.5,5.0,6.94,,1.0,53.94,1.0,1.0,2.75,0.75,8,green_tripdata_2025-08.parquet
2,2025-08-05 19:17:37,2025-08-05 19:31:09,N,1.0,74,243,2.0,5.33,24.0,2.5,0.5,7.0,0.0,,1.0,35.0,1.0,1.0,0.0,0.0,8,green_tripdata_2025-08.parquet
1,2025-08-09 17:44:58,2025-08-09 18:01:42,N,1.0,74,140,0.0,3.2,18.4,5.25,1.5,5.0,0.0,,1.0,30.15,1.0,1.0,2.75,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-13 18:30:52,2025-08-13 18:43:30,N,1.0,74,75,1.0,1.67,13.5,2.5,0.5,2.0,0.0,,1.0,19.5,1.0,1.0,0.0,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-07 09:49:16,2025-08-07 10:06:25,N,1.0,116,48,1.0,5.52,25.4,0.0,0.5,0.0,0.0,,1.0,30.4,2.0,1.0,2.75,0.75,8,green_tripdata_2025-08.parquet
2,2025-08-02 11:36:17,2025-08-02 11:47:07,N,1.0,65,61,1.0,1.97,12.8,0.0,0.5,2.5,0.0,,1.0,16.8,1.0,1.0,0.0,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-07 11:16:10,2025-08-07 11:39:10,N,1.0,75,170,2.0,3.08,21.9,0.0,0.5,1.0,0.0,,1.0,27.9,1.0,1.0,2.75,0.75,8,green_tripdata_2025-08.parquet
1,2025-08-11 15:44:44,2025-08-11 15:51:01,N,1.0,75,74,1.0,1.3,9.3,0.0,1.5,2.16,0.0,,1.0,12.96,1.0,1.0,0.0,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-29 13:03:24,2025-08-29 13:16:30,N,1.0,95,131,3.0,3.88,19.1,0.0,0.5,0.0,0.0,,1.0,20.6,2.0,1.0,0.0,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-31 20:14:04,2025-08-31 20:19:14,N,1.0,112,112,1.0,0.81,7.2,1.0,0.5,1.94,0.0,,1.0,11.64,1.0,1.0,0.0,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-18 19:36:14,2025-08-18 19:43:49,N,1.0,74,236,1.0,1.75,10.0,2.5,0.5,1.68,0.0,,1.0,18.43,1.0,1.0,2.75,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-27 15:23:36,2025-08-27 16:01:53,N,5.0,93,132,2.0,10.38,80.0,0.0,0.0,8.0,0.0,,1.0,89.0,1.0,2.0,0.0,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-18 05:35:55,2025-08-18 05:46:27,N,1.0,74,151,1.0,1.99,12.8,1.0,0.5,2.0,0.0,,1.0,17.3,1.0,1.0,0.0,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-15 10:05:19,2025-08-15 10:23:24,N,1.0,130,9,1.0,6.68,29.6,0.0,0.5,0.0,0.0,,1.0,31.1,1.0,1.0,0.0,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-24 16:05:39,2025-08-24 16:15:53,N,1.0,74,236,1.0,2.0,12.1,0.0,0.5,3.27,0.0,,1.0,19.62,1.0,1.0,2.75,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-25 21:25:45,2025-08-25 21:32:48,N,1.0,75,74,1.0,1.26,9.3,1.0,0.5,0.0,0.0,,1.0,11.8,1.0,1.0,0.0,0.0,8,green_tripdata_2025-08.parquet
1,2025-08-12 13:38:08,2025-08-12 13:51:03,N,1.0,33,181,1.0,1.9,13.5,0.0,1.5,3.0,0.0,,1.0,18.0,1.0,1.0,0.0,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-20 06:26:20,2025-08-20 06:50:56,N,1.0,74,237,1.0,3.27,23.3,0.0,0.5,5.51,0.0,,1.0,33.06,1.0,1.0,2.75,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-19 15:52:10,2025-08-19 16:03:06,N,1.0,74,236,6.0,1.97,12.8,0.0,0.5,2.56,0.0,,1.0,19.61,1.0,1.0,2.75,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-07 13:31:44,2025-08-07 13:49:59,N,1.0,83,56,2.0,2.23,17.7,0.0,0.5,3.84,0.0,,1.0,23.04,1.0,1.0,0.0,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-08 20:15:26,2025-08-08 20:32:13,N,1.0,33,13,1.0,2.49,17.7,1.0,0.5,4.74,0.0,,1.0,28.44,1.0,1.0,2.75,0.75,8,green_tripdata_2025-08.parquet
2,2025-08-01 13:35:54,2025-08-01 14:22:46,N,1.0,260,196,1.0,2.86,38.0,0.0,0.5,0.0,0.0,,1.0,39.5,2.0,1.0,0.0,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-31 22:31:04,2025-08-31 22:39:13,N,1.0,93,138,1.0,4.06,17.0,6.0,0.5,0.0,0.0,,1.0,24.5,2.0,1.0,0.0,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-12 12:45:22,2025-08-12 13:08:49,N,1.0,97,37,1.0,6.84,33.8,0.0,0.5,0.0,0.0,,1.0,35.3,2.0,1.0,0.0,0.0,8,green_tripdata_2025-08.parquet
1,2025-08-23 08:51:35,2025-08-23 09:00:41,Y,1.0,74,75,1.0,1.3,9.3,0.0,1.5,1.0,0.0,,1.0,11.8,1.0,1.0,0.0,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-30 09:38:27,2025-08-30 09:48:10,N,1.0,116,247,1.0,1.39,11.4,0.0,0.5,0.0,0.0,,1.0,12.9,2.0,1.0,0.0,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-17 02:02:39,2025-08-17 02:19:15,N,1.0,157,37,2.0,3.03,17.7,1.0,0.5,5.05,0.0,,1.0,25.25,1.0,1.0,0.0,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-22 18:09:53,2025-08-22 18:17:21,N,1.0,41,42,1.0,1.32,9.3,2.5,0.5,2.66,0.0,,1.0,15.96,1.0,1.0,0.0,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-23 18:57:54,2025-08-23 19:13:21,N,1.0,74,238,1.0,2.71,16.3,0.0,0.5,2.67,0.0,,1.0,20.47,1.0,1.0,0.0,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-31 11:57:51,2025-08-31 12:30:31,N,1.0,33,36,1.0,6.9,36.6,0.0,0.5,7.62,0.0,,1.0,45.72,1.0,1.0,0.0,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-28 10:04:31,2025-08-28 10:23:28,N,1.0,41,141,1.0,3.17,19.8,0.0,0.5,4.81,0.0,,1.0,28.86,1.0,1.0,2.75,0.0,8,green_tripdata_2025-08.parquet
2,2025-08-11 01:30:11,2025-08-11 01:33:45,N,1.0,95,95,1.0,0.61,5.8,1.0,0.5,2.49,0.0,,1.0,10.79,1.0,1.0,0.0,0.0,8,green_tripdata_2025-08.parquet
