VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee,cbd_congestion_fee,source_month,source_file
2,2025-09-29 13:17:08,2025-09-29 13:23:45,1.0,1.2,1.0,N,143,163,1,8.6,0.0,0.5,3.34,0.0,1.0,16.69,2.5,0.0,0.75,9,yellow_tripdata_2025-09.parquet
2,2025-09-06 21:26:31,2025-09-06 21:50:41,,7.11,,,69,254,0,29.75,0.0,0.5,0.0,0.0,1.0,31.25,,,0.0,9,yellow_tripdata_2025-09.parquet
2,2025-09-22 12:32:42,2025-09-22 12:37:57,1.0,0.69,1.0,N,162,141,1,7.2,0.0,0.5,2.99,0.0,1.0,14.94,2.5,0.0,0.75,9,yellow_tripdata_2025-09.parquet
2,2025-09-01 14:14:11,2025-09-01 14:57:48,2.0,15.77,1.0,N,132,80,1,61.8,0.0,0.5,8.0,0.0,1.0,73.05,0.0,1.75,0.0,9,yellow_tripdata_2025-09.parquet
1,2025-09-12 17:32:53,2025-09-12 17:54:35,2.0,4.4,1.0,N,87,144,1,25.4,5.75,0.5,0.0,0.0,1.0,32.65,2.5,0.0,0.75,9,yellow_tripdata_2025-09.parquet
2,2025-09-14 18:09:52,2025-09-14 18:14:52,1.0,0.56,1.0,N,170,164,1,6.5,0.0,0.5,2.25,0.0,1.0,13.5,2.5,0.0,0.75,9,yellow_tripdata_2025-09.parquet
2,2025-09-25 21:16:24,2025-09-25 21:44:17,,0.0,,,232,161,0,26.43,0.0,0.5,0.0,0.0,1.0,31.18,,,0.75,9,yellow_tripdata_2025-09.parquet
2,2025-09-30 18:27:05,2025-09-30 18:31:26,1.0,0.64,1.0,N,166,41,1,6.5,2.5,0.5,2.1,0.0,1.0,12.6,0.0,0.0,0.0,9,yellow_tripdata_2025-09.parquet
2,2025-09-27 02:43:05,2025-09-27 02:43:10,1.0,0.0,5.0,N,68,68,1,25.0,0.0,0.0,3.0,0.0,1.0,32.25,2.5,0.0,0.75,9,yellow_tripdata_2025-09.parquet
2,2025-09-05 17:41:01,2025-09-05 18:31:37,2.0,11.13,1.0,N,138,164,1,57.6,7.5,0.5,15.36,6.94,1.0,93.9,2.5,1.75,0.75,9,yellow_tripdata_2025-09.parquet
2,2025-09-17 21:20:04,2025-09-17 21:44:54,,5.41,,,162,87,0,25.45,0.0,0.5,0.0,0.0,1.0,30.2,,,0.75,9,yellow_tripdata_2025-09.parquet
2,2025-09-09 08:54:32,2025-09-09 09:19:25,1.0,3.49,1.0,N,234,66,1,24.0,0.0,0.5,4.31,0.0,1.0,33.06,2.5,0.0,0.75,9,yellow_tripdata_2025-09.parquet
2,2025-09-08 17:06:04,2025-09-08 17:15:20,1.0,1.05,1.0,N,107,79,1,10.0,2.5,0.5,3.45,0.0,1.0,20.7,2.5,0.0,0.75,9,yellow_tripdata_2025-09.parquet
2,2025-09-17 19:50:43,2025-09-17 20:04:28,1.0,2.36,1.0,N,48,238,1,14.9,2.5,0.5,5.54,0.0,1.0,27.69,2.5,0.0,0.75,9,yellow_tripdata_2025-09.parquet
1,2025-10-20 18:25:52,2025-10-20 18:38:37,1.0,1.6,1.0,N,246,161,1,12.1,5.75,0.5,3.85,0.0,1.0,23.2,2.5,0.0,0.75,10,yellow_tripdata_2025-10.parquet
2,2025-10-22 08:43:33,2025-10-22 08:51:35,1.0,0.66,1.0,N,137,107,4,8.6,0.0,0.5,0.0,0.0,1.0,13.35,2.5,0.0,0.75,10,yellow_tripdata_2025-10.parquet
2,2025-10-25 19:38:12,2025-10-25 19:52:29,1.0,2.5,1.0,N,211,246,1,15.6,0.0,0.5,2.0,0.0,1.0,22.35,2.5,0.0,0.75,10,yellow_tripdata_2025-10.parquet
1,2025-10-29 22:46:26,2025-10-29 22:50:55,1.0,0.7,1.0,N,68,249,1,6.5,4.25,0.5,2.45,0.0,1.0,14.7,2.5,0.0,0.75,10,yellow_tripdata_2025-10.parquet
2,2025-10-05 14:02:31,2025-10-05 14:06:45,1.0,0.7,1.0,N,237,236,1,6.5,0.0,0.5,2.1,0.0,1.0,12.6,2.5,0.0,0.0,10,yellow_tripdata_2025-10.parquet
1,2025-10-18 09:43:17,2025-10-18 09:55:53,,2.1,,,79,162,0,11.94,0.0,0.5,0.0,0.0,1.0,16.69,,,0.75,10,yellow_tripdata_2025-10.parquet
1,2025-10-02 14:45:35,2025-10-02 14:55:51,1.0,1.1,1.0,N,170,186,1,10.7,3.25,0.5,3.05,0.0,1.0,18.5,2.5,0.0,0.75,10,yellow_tripdata_2025-10.parquet
1,2025-10-27 13:24:25,2025-10-27 13:32:07,1.0,1.5,1.0,N,231,249,1,8.6,3.25,0.5,2.0,0.0,1.0,15.35,2.5,0.0,0.75,10,yellow_tripdata_2025-10.parquet
2,2025-10-25 00:20:00,2025-10-25 00:31:51,4.0,2.44,1.0,N,68,50,1,13.5,1.0,0.5,3.85,0.0,1.0,23.1,2.5,0.0,0.75,10,yellow_tripdata_2025-10.parquet
2,2025-10-07 21:37:29,2025-10-07 21:45:42,1.0,1.65,1.0,N,261,211,1,10.7,1.0,0.5,3.29,0.0,1.0,19.74,2.5,0.0,0.75,10,yellow_tripdata_2025-10.parquet
2,2025-10-21 21:45:13,2025-10-21 22:25:04,1.0,16.2,1.0,N,132,38,1,64.6,1.0,0.5,0.0,0.0,1.0,68.85,0.0,1.75,0.0,10,yellow_tripdata_2025-10.parquet
